date,source_type,page,section,brand,offer,product_type
2026-09-19,页面,Travel & Entertainment,,Macdonald Hotels,"20% off your next cosy autumn escape 🍁🧡 From relaxing spa breaks to scenic countryside escapes, settle into autumn with Macdonald Hotels. Get now",Hotels / Accommodation
2026-09-19,页面,Travel & Entertainment,,TrainPal,Up to £16 Off Railcards 🚂 Get £16 off your first Railcard with TrainPal! Limited codes available HURRY! 🏃‍♂️ Get now,Railcard
2026-09-19,页面,Travel & Entertainment,,Trip.com,"FLASH OFFER: £6 off trains ⚡ Every Friday & Saturday, save £6 on your first UK train ticket in the Trip.com app. Get now",UK & Europe Train Tickets
2026-09-19,页面,Travel & Entertainment,,Macdonald Hotels,20% off your next cosy autumn escape 🍁🧡,Hotels / Accommodation
2026-09-19,页面,Travel & Entertainment,,TrainPal,Up to £16 Off Railcards 🚂,Railcard
2026-09-19,页面,Travel & Entertainment,,Trip.com,FLASH OFFER: £6 off trains ⚡,UK & Europe Train Tickets
2026-09-19,页面,Travel & Entertainment,,TrainPal,Get £16 off your first Railcard with TrainPal! Limited codes available HURRY! 🏃‍♂️,Railcard
2026-09-19,页面,Travel & Entertainment,,Every Friday & Saturday,save £6 on your first UK train ticket in the Trip.com app.,UK & Europe Train Tickets
2026-09-19,页面,Travel & Entertainment,,Emirates,Up to 10% off economy and business class with Emirates ✈️ Save 10% in Economy or 5% in Premium Economy or Business on your next booking. Get now,Flights
2026-09-19,页面,Travel & Entertainment,,Emirates,Up to 10% off economy and business class with Emirates ✈️,Flights
2026-09-19,页面,Travel & Entertainment,,Trip.com,6% Off Hotel bookings 🏝️ Save more on hotels this Freshers and get 6% off with Trip.com. Get now,Hotels / Accommodation
2026-09-19,页面,Travel & Entertainment,,Trip.com,6% Off Hotel bookings 🏝️,Hotels / Accommodation
2026-09-19,页面,Travel & Entertainment,,Trip.com,Save more on hotels this Freshers and get 6% off with Trip.com.,Hotels / Accommodation
2026-09-19,页面,Travel & Entertainment,,Emirates,Save 10% in Economy or 5% in Premium Economy or Business on your next booking.,Flights
2026-09-19,页面,Travel & Entertainment,Holidays & Hotels,Arabian Adventures,Save 10% on desert activities across the UAE Arabian Adventures Save 10% on desert activities across the UAE,Tours & Tickets
2026-09-19,页面,Travel & Entertainment,Holidays & Hotels,Arabian Adventures,Save 10% on desert activities across the UAE,Tours & Tickets
2026-09-19,页面,Travel & Entertainment,Holidays & Hotels,marhaba Services,10% off selected Meet & Greet services,Other
2026-09-19,页面,Travel & Entertainment,Holidays & Hotels,Trip.com,6% Off Hotel bookings 14 days,Hotels / Accommodation
2026-09-19,页面,Travel & Entertainment,Holidays & Hotels,Jet2holidays,£100 Off Apr-Oct 2027 holidays,Hotels / Accommodation
2026-09-19,页面,Travel & Entertainment,Holidays & Hotels,Jet2holidays,Families Save Up To £700 + Extra £50 Off,Hotels / Accommodation
2026-09-19,页面,Travel & Entertainment,Holidays & Hotels,Holafly,Unlimited global data + 12% off Holafly’s 12-Month eSIM Plans,eSIM / SIM
2026-09-19,页面,Travel & Entertainment,Transport,TrainPal,Up to £16 Off UK Railcards,Railcard
2026-09-19,页面,Travel & Entertainment,Transport,Trip.com,£15 Off 16-25 Railcards For New Users,Railcard
2026-09-19,页面,Travel & Entertainment,Transport,Avanti West Coast,London to Glasgow Student Tickets From £29.50,UK & Europe Train Tickets
2026-09-19,页面,Travel & Entertainment,Transport,National Express,Up to 20% Off Coach Bookings,Bus / Coach
2026-09-19,页面,Travel & Entertainment,Days Out,Chessington World of Adventures Resort,Howl’o’ween Tickets From £21,Tours & Tickets
2026-09-19,页面,Travel & Entertainment,Days Out,Thorpe Park,Fright Night Tickets From £29,Tours & Tickets
2026-09-19,页面,Travel & Entertainment,Days Out,Thorpe Park,Entry + 5 Ride Fastrack From £45,Tours & Tickets
2026-09-19,页面,Travel & Entertainment,Days Out,Cineworld,2 Tickets for £13,Tours & Tickets
2026-09-19,页面,Travel & Entertainment,Days Out,Lastminute.com,£35 Off £199 Minimum Spend (Flight & Hotel Packages),Flights
2026-09-19,页面,Travel & Entertainment,Days Out,Thorpe Park,Entry + 5 Ride Fastrack From £45 8 days,Tours & Tickets
2026-09-19,页面,Travel & Entertainment,Days Out,Lastminute.com,£35 Off £199 Minimum Spend (Flight & Hotel Packages) Exclusive,Flights
2026-09-19,页面,Travel & Entertainment,Events,Cineworld,25% Off Unlimited Card,Other
2026-09-19,页面,Travel & Entertainment,Streaming Services,Apple Music,Get 1 month free,Other
2026-09-19,页面,Travel & Entertainment,Streaming Services,Apple Music,Only £5.99/month & free access to TV,Other
2026-09-19,页面,Travel & Entertainment,Streaming Services,Amazon Music Unlimited,4 months FREE for Prime members,Other
2026-09-19,页面,Travel & Entertainment,Streaming Services,Amazon,Music Unlimited 4 months FREE for Prime members 20 days,Other
2026-09-19,页面,Travel & Entertainment,Streaming Services,Amazon,Music Unlimited 4 months FREE for Prime members,Other
2026-09-19,页面,Travel & Entertainment,Streaming Services,Amazon,4 months FREE for Prime members,Other
2026-09-19,页面,Travel & Entertainment,Streaming Services,Prime Video,30 Day Free Trial of Prime Video Channels,Other
2026-09-19,页面,Travel & Entertainment,Streaming Services,Channel 4,Your Free Month Trial Of Channel 4+,Other
