date,source_type,page,section,brand,offer,product_type
2026-06-17,页面,首页,The best student discounts from your favourite shops,Amazon,Your faves w/ 6 months FREE Discover deals,Other
2026-06-17,页面,首页,Your faves w/ 6 months FREE,Viator,"12% Student Discount Viator, A Tripadvisor Company",Tours & Tickets
2026-06-17,页面,首页,Don’t miss these trending student deals,ASOS,10% Student Discount,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,COS,Ends in 6 days Was 15% Student Discount 20% Student Discount,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,PrettyLittleThing,At least 20% off everything + Extra 12% Student Discount,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,JD Sports,10% Student Discount,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,Superdrug,Only on 10% Student Discount,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,FlixBus,20% Student Discount,Bus / Coach
2026-06-17,页面,首页,Don’t miss these trending student deals,spend Deliveroo,Ends in 4 days £15 off £20,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,National Express,Up to 20% Student Discount,Bus / Coach
2026-06-17,页面,首页,Don’t miss these trending student deals,Sephora,15% Student Discount,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,Online SHEIN,15% Student Discount,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,boohoo,Up to 30% off almost everything + Extra 16% Student Discount,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,6 months PureGym,Ends in 4 days Up to 30% off,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,adidas,15% Student Discount,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,TrainPal,Up to 10% off train fares,UK & Europe Train Tickets
2026-06-17,页面,首页,Don’t miss these trending student deals,ODEON,Only on 20% Student Discount,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,Domino's Pizza,Buy One Get One Free,Other
2026-06-17,页面,首页,Don’t miss these trending student deals,Alton Towers Resort,Ends in 13 days Student tickets from £21 for June only,Tours & Tickets
2026-06-17,页面,首页,The discounts you won’t want to miss,The Body Shop,10% Student Discount,Other
